MaterialNumber,Sales,CoGS
NA 006440671679,968.38,370.01
NA 006456193679,NA,NA
569433 006456290679,28.12,727.71
569983 006456612679,5078.4,2566.59
NA 006456744679,76.28,252.54
569433 006459870679,NA,NA
569433 006459878679,NA,NA
569433 006459886679,NA,NA
569433 006459895679,NA,NA
569433 006459913679,NA,NA
569433 006459921679,NA,NA
569433 006459929679,NA,NA
569433 006459951679,NA,NA
569433 006459959679,NA,NA
569433 006459967679,NA,NA
NA 006470791679,NA,NA
NA 006474470679,138.06,492.86
NA 006474478679,110.16,89.19
NA 006474486679,99.83,77.06
NA 006474495679,52.87,240.98
NA 006474513679,76.39,851.86
NA 006474529679,97.81,514.67
NA 006474537679,90.29,520
NA 006474551679,122.83,424.65
NA 006474567679,-116.72,1145.92
NA 006474594679,145.52,219.28
NA 006474602679,152.49,192.81
NA 006474610679,104.23,240.41
NA 006474618679,143.26,2133.68
NA 006474635679,99.57,422.78
NA 006474648679,NA,NA
569374 006475311679,125015.9,13777.32
NA 006480894679,NA,NA
NA 006480902679,88.62,163.06
NA 006480918679,95.38,262.46
NA 006480926679,202.4,287.67
NA 006481817679,NA,NA
NA 006481844679,NA,NA
NA 006481847679,96.75,135.21
NA 006481874679,NA,NA
NA 006481882679,NA,NA
NA 006481890679,109.52,90.08
NA 006481898679,NA,NA
NA 006481906679,NA,NA
NA 006481915679,NA,NA
NA 006481933679,NA,NA
NA 006481979679,NA,NA
NA 006482022679,98.08,136.23
NA 006482030679,NA,NA
NA 006482038679,NA,NA
NA 006490375679,253.08,315.6
NA 006490409679,345.66,350.1
NA 006501934679,69.3,595.71
NA 006505799679,126.62,289.59
569662 006506868679,4086.82,2173.61
NA 006517708679,75.75,245.02
NA 006526478679,NA,NA
NA 006526495679,NA,NA
NA 006526513679,NA,NA
NA 006526521679,NA,NA
NA 006526529679,NA,NA
NA 006526537679,NA,NA
NA 006526551679,NA,NA
NA 006526559679,NA,NA
NA 006526594679,NA,NA
NA 006526602679,NA,NA
569663 006534872679,966824.1,83.83
NA 006537744679,NA,NA
NA 006542130679,NA,NA
NA 006550353679,290.15,745.09
NA 006550412679,NA,NA
NA 006550466679,107.1,124.51
NA 006550493679,87.9,107.23
NA 006550501679,NA,NA
NA 006550509679,NA,NA
NA 006550517679,83.55,105.66
NA 006550544679,NA,NA
NA 006550547679,NA,NA
NA 006556303679,376.47,350.47
NA 006556319679,82.59,173.96
NA 006556327679,93.86,140.91
NA 006556353679,101.24,120.66
NA 006556361679,121.09,138
NA 006556544679,135.39,98.95
NA 006562317679,NA,NA
NA 006562450679,83.96,253.42
NA 006562475679,102.2,405.46
NA 006562544679,146.22,127.16
NA 006570642679,110.36,5754.8
NA 006570828679,470.18,759.07
NA 006570836679,79.75,428.19
NA 006570850679,361.01,1107.14
NA 006570866679,NA,NA
NA 006577962679,104.48,1902.8
NA 006577970679,3674.56,36856.49
NA 006577978679,NA,NA
NA 006577986679,113.19,911.15
NA 006577995679,96.37,3931.79
NA 006578013679,165.06,860.52
NA 006578037679,NA,NA
NA 006578051679,81.73,32448.13
NA 006578067679,119.43,12967.84
NA 006578102679,NA,NA
NA 006578148679,NA,NA
NA 006578156679,NA,NA
NA 006578165679,111.2,150.86
NA 006578183679,NA,NA
569433 006579493679,NA,NA
NA 006588942679,NA,NA
NA 006588964679,NA,NA
NA 006588972679,NA,NA
NA 006588980679,NA,NA
569433 006592807679,262.07,121.01
569433 006592888679,108.54,101.95
569433 006592896679,1861.21,151.15
569433 006592905679,NA,NA
569433 006592923679,83.65,107.22
569433 006592939679,NA,NA
569433 006592953679,NA,NA
569433 006592961679,98.03,107.93
NA 006597359679,NA,NA
NA 006597410679,55.6,267.16
NA 006597426679,101.07,137.08
NA 006597483679,NA,NA
NA 006597491679,NA,NA
NA 006597534679,132.21,156.41
NA 006597542679,40.07,112.73
NA 006597572679,103.22,119.21
NA 006597580679,NA,NA
NA 006597588679,NA,NA
NA 006597596679,109.43,91.11
NA 006597605679,120.83,111.08
NA 006597623679,NA,NA
NA 006597631679,NA,NA
NA 006597653679,NA,NA
NA 006597661679,117.42,120.56
NA 006597704679,48.63,370.59
NA 006597720679,NA,NA
NA 006597750679,68.97,161.31
NA 006597775679,47.41,162.66
NA 006597844679,NA,NA
NA 006597847679,NA,NA
NA 006597874679,NA,NA
NA 006597882679,NA,NA
NA 006597898679,113.3,91.14
NA 006597915679,NA,NA
NA 006597933679,101.72,2102.61
NA 006597941679,65.06,1020.69
NA 006598022679,147.32,385.01
NA 006598030679,177.56,259.83
NA 006598052679,104.18,391.68
NA 006598076679,41.56,409.39
NA 006598085679,73.08,352.95
NA 006598103679,NA,NA
NA 006598119679,NA,NA
NA 006598127679,36.42,577.56
NA 006598184679,NA,NA
NA 006598200679,NA,NA
NA 006598243679,172.76,114.12
NA 006598255679,NA,NA
NA 006598273679,NA,NA
NA 006598281679,NA,NA
NA 006598324679,102.06,293.32
NA 006598340679,NA,NA
NA 006598374679,224.78,556.96
NA 006598390679,188.12,211.5
NA 006598398679,NA,NA
NA 006598415679,NA,NA
NA 006598441679,NA,NA
NA 006598445679,98.31,229.96
NA 006598471679,NA,NA
NA 006598530679,481.05,824.5
NA 006599565679,NA,NA
NA 006601877679,44.18,221.91
NA 006601912679,80.95,377.73
NA 006601920679,111.17,444.28
NA 006601936679,99.59,644.97
NA 006601958679,114.97,238.63
NA 006601975679,1354.58,9635.03
NA 006601993679,7940.5,55672.76
NA 006602047679,111.69,242.66
NA 006602074679,77.52,501.51
NA 006602082679,NA,NA
NA 006602090679,78.71,152.82
NA 006602115679,74.47,252.16
NA 006602141679,135.19,225.25
NA 006603426679,640.55,8718.45
NA 006612217679,93.07,5798.96
NA 006612986679,857.86,3001.15
NA 006613021679,251.28,1201.17
NA 006613037679,103.37,1484.37
NA 006613440679,1336.46,4982.56
NA 006613454679,340.53,985.06
569433 006616919679,NA,NA
569433 006616927679,NA,NA
569433 006616949679,NA,NA
569433 006616957679,NA,NA
569433 006616992679,NA,NA
569433 006617000679,NA,NA
569433 006617008679,NA,NA
569433 006617016679,NA,NA
569433 006617025679,NA,NA
569433 006617043679,NA,NA
569433 006617046679,NA,NA
569433 006617055679,NA,NA
569433 006617073679,NA,NA
569433 006617081679,NA,NA
NA 006621463679,124.21,115.85
NA 006621560679,113.05,516.09
569433 006622698679,742.92,517.9
569983 006622745679,NA,NA
569433 006623368679,NA,NA
569983 006623411679,6339.11,3260.99
569983 006623457679,NA,NA
NA 006624341679,NA,NA
NA 006624348679,NA,NA
NA 006624356679,NA,NA
569433 006629711679,NA,NA
569433 006629719679,NA,NA
569433 006629727679,NA,NA
NA 006629749679,NA,NA
NA 006629757679,NA,NA
NA 006629784679,NA,NA
569433 006629792679,NA,NA
NA 006629800679,NA,NA
NA 006629808679,NA,NA
NA 006629825679,NA,NA
569433 006629855679,NA,NA
NA 006629873679,NA,NA
NA 006629881679,NA,NA
NA 006629889679,NA,NA
569433 006632435679,NA,NA
569433 006632448679,NA,NA
569433 006632456679,NA,NA
569433 006632465679,NA,NA
569433 006632483679,NA,NA
569433 006632491679,NA,NA
569433 006632499679,NA,NA
569433 006632507679,NA,NA
569433 006632534679,NA,NA
569433 006632542679,NA,NA
569433 006632564679,NA,NA
NA 006632572679,NA,NA
569433 006632580679,NA,NA
569433 006632588679,NA,NA
NA 006637606679,53.16,1041.48
NA 006640856679,NA,NA
NA 006650921679,NA,NA
NA 006650929679,NA,NA
NA 006653650679,250.93,500.74
NA 006653658679,95.62,158.53
NA 006653666679,117.06,172.82
NA 006660115679,NA,NA
569662 006670782679,NA,NA
569662 006670790679,NA,NA
569662 006670798679,NA,NA
569662 006670815679,NA,NA
NA 006673718679,NA,NA
569522 006682348679,7478551.17,98398.76
569522 006682356679,5248339.33,28455.15
NA 006689582679,NA,NA
569522 006697566679,909449.77,73264.24
569522 006697593679,9412475.08,174356.09
569522 006697601679,2718649.42,25650.25
NA 006699053679,196.89,251.06
NA 006700146679,NA,NA
569662 006704794679,76.79,1762.78
569802 006713483679,11615131.95,3381541.56
NA 006721229679,NA,NA
NA 006734798679,NA,NA
NA 006734815679,NA,NA
NA 006734833679,NA,NA
NA 006734841679,NA,NA
NA 006752683679,NA,NA
NA 006752691679,67.87,837.26
NA 006752764679,88.89,175.64
NA 006755322679,NA,NA
569662 006765169679,350709.79,209311.07
569662 006767828679,103.96,1955.91
NA 006769207679,115.46,4996.19
NA 006769234679,NA,NA
NA 006772109679,81.73,3153.89
NA 006772117679,72.26,5544.43
NA 006780315679,121.1,165.41
NA 006780333679,65.44,100.99
NA 006839673679,194.42,565.76
NA 006839681679,154.24,200.32
NA 006839689679,113.56,188.95
569522 006891894679,31834.5,3652.14
569522 006891910679,3411477.63,409017.24
NA 006893923679,NA,NA
NA 006912974679,2249.77,34561.06
NA 006920057679,125.1,162.41
569374 006921072679,468965.33,22499.85
569662 006926697679,4819.82,10334.15
NA 006927704679,4845.96,1086.24
NA 006950736679,135.36,2075.44
NA 006950817679,149.47,533.67
NA 006950874679,160.24,110.07
NA 006950898679,40.47,142.78
NA 006950906679,159.08,113.99
NA 006951708679,87.05,346.58
NA 006951716679,79.91,283.3
NA 006979236679,143.37,2594.85
NA 006979250679,775.65,3746.2
NA 006981459679,98.6,908.76
NA 006988358679,5266.22,18221.33
NA 006993634679,NA,NA
NA 006997756679,NA,NA
NA 006997765679,NA,NA
NA 007009617679,1713.75,6424.95
NA 007009644679,1338.64,6275.92
NA 007014095679,74.57,4272.52
NA 007014121679,104.28,295.33
NA 007014629679,113.96,1276.97
NA 007019131679,747.87,229.62
NA 007038388679,NA,NA
NA 007038396679,88.81,113.94
NA 007048669679,NA,NA
NA 007048677679,NA,NA
NA 007048704679,NA,NA
NA 007048712679,NA,NA
NA 007048720679,NA,NA
NA 007048728679,NA,NA
NA 007048736679,NA,NA
NA 007048750679,NA,NA
NA 007048758679,NA,NA
NA 007048766679,NA,NA
NA 007079672679,NA,NA
NA 007082090679,113.92,155.76
NA 007082098679,131.68,106.92
569662 007082485679,5956.35,169.55
NA 007093699679,-478.07,3600.91
NA 007101398679,NA,NA
NA 007109978679,NA,NA
NA 007109986679,NA,NA
NA 007110013679,NA,NA
NA 007110021679,NA,NA
NA 007110029679,NA,NA
NA 007110037679,NA,NA
NA 007110051679,NA,NA
569662 007117722679,NA,NA
569662 007117752679,NA,NA
NA 007120996679,NA,NA
NA 007142036679,NA,NA
NA 007143769679,427.55,957.67
NA 007143777679,824.09,7226.6
NA 007143804679,2004.41,13408.94
NA 007144978679,710.93,11645.25
NA 007144995679,1823.8,6706.68
NA 007145029679,609.99,1784.64
NA 007145051679,1818.99,19459.44
NA 007145067679,1123.65,6911.02
NA 007155419679,NA,NA
NA 007155427679,NA,NA
NA 007155449679,NA,NA
NA 007155457679,136.23,157.51
NA 007155484679,74.83,97.3
NA 007156391679,NA,NA
NA 007156399679,430.87,1248.99
NA 007156407679,NA,NA
NA 007156434679,NA,NA
NA 007157003679,118.94,48.2
NA 007206364679,4102.07,10582.8
NA 007210161679,NA,NA
NA 007210204679,NA,NA
NA 007210212679,49.41,511.19
NA 007210228679,NA,NA
NA 007210250679,NA,NA
NA 007210258679,NA,NA
NA 007210266679,NA,NA
NA 007210275679,NA,NA
NA 007210317679,NA,NA
NA 007210344679,NA,NA
NA 007210351679,NA,NA
NA 007210359679,NA,NA
NA 007210367679,NA,NA
NA 007210394679,NA,NA
NA 007210402679,NA,NA
NA 007210410679,NA,NA
NA 007210418679,119.14,156.8
NA 007210426679,NA,NA
NA 007210435679,103.18,291.58
NA 007210448679,NA,NA
NA 007210456679,NA,NA
NA 007211487679,NA,NA
NA 007211514679,NA,NA
NA 007211522679,557.76,6607.76
NA 007211530679,NA,NA
NA 007211538679,NA,NA
NA 007211552679,NA,NA
NA 007211560679,132.83,177.33
NA 007211568679,NA,NA
NA 007211585679,68.68,168.41
NA 007211603679,NA,NA
NA 007211611679,115.28,448.25
NA 007211619679,NA,NA
NA 007211627679,NA,NA
NA 007211649679,NA,NA
NA 007211684679,68.24,446.55
NA 007216088679,101.22,2114.71
NA 007216123679,718.88,1138.65
NA 007216131679,67.89,2499.4
569663 007216153679,NA,NA
569661 007216817868,98.78,4029.82
569661 007216945868,-310.84,3653.85
569661 007216971868,110.6,7647.1
569663 007226788679,165720.63,554.01
NA 007230352679,NA,NA
NA 007230368679,463.2,111.72
NA 007230385679,6022.61,127.22
NA 007230403679,NA,NA
NA 007231158679,1958.56,48361.08
NA 007231166679,59.31,1204.46
NA 007244829679,NA,NA
NA 007282421679,NA,NA
NA 007285916679,NA,NA
NA 007295282679,NA,NA
NA 007295290679,NA,NA
NA 007295298679,NA,NA
NA 007295306679,NA,NA
NA 007295315679,NA,NA
NA 007295333679,NA,NA
569661 007297080868,149.57,254.22
NA 007312375679,2116.58,8295.96
NA 007314598679,200.24,1455.73
NA 007314606679,422.57,1279.55
NA 007371027679,NA,NA
NA 007371476679,130.52,307.95
NA 007371519679,NA,NA
NA 007371527679,141.65,388.77
NA 007371557679,103.55,3359.32
NA 007371584679,146.13,2096.41
NA 007371592679,78.12,211.34
NA 007371600679,121.3,23057.82
NA 007371608679,109.34,1483.36
NA 007371616679,147.97,3152.4
NA 007371625679,1209.08,46899.91
NA 007371646679,70.54,193.5
NA 007371697679,129.35,605.76
NA 007371724679,584.98,384.03
NA 007371732679,NA,NA
NA 007371754679,95.59,21270.07
NA 007371762679,116.27,744.81
NA 007371770679,71.63,3279.41
NA 007371778679,114.67,14200.34
NA 007371821679,NA,NA
NA 007371829679,149.73,547.45
NA 007371837679,80.25,1757.9
NA 007371851679,744.48,13079.28
NA 007371859679,106.83,7037.39
NA 007371867679,2026.05,22093.09
NA 007371894679,139.25,6535.32
NA 007371918679,NA,NA
NA 007371926679,102.49,203.44
NA 007371935679,120.19,876.02
NA 007371948679,93.98,253.48
NA 007371983679,160.26,582.7
NA 007371999679,127.9,2791.18
NA 007372007679,332.86,3300.89
NA 007372042679,1026.35,6119.4
NA 007372080679,111.22,1222.97
NA 007372088679,118.77,1150.46
NA 007372096679,130.17,157.1
NA 007372105679,NA,NA
NA 007372123679,NA,NA
NA 007372139679,124.89,270.84
NA 007372161679,103.54,169.33
NA 007372220679,94.1,21937.42
NA 007372228679,NA,NA
NA 007372236679,118.17,78013.32
NA 007372250679,97.66,1204.93
NA 007372258679,85.75,53274.09
NA 007372275679,-1365.34,74273.75
NA 007372293679,64.71,373.16
NA 007372301679,167.75,2640.84
NA 007372309679,90.9,496.21
NA 007372317679,NA,NA
NA 007372377679,94.39,11415.01
NA 007372404679,97.63,351.36
NA 007372450679,NA,NA
NA 007372458679,100.2,150.7
NA 007372466679,80.79,434.51
NA 007372493679,118.9,882.53
NA 007372509679,202.11,3046.69
NA 007372544679,98.31,1062.4
NA 007372547679,95.98,3226.69
NA 007372574679,142.27,14958.19
NA 007372582679,456.62,543.32
NA 007372590679,-1142.62,24822.24
NA 007372606679,95.72,1284.43
NA 007372615679,90.87,8973.97
NA 007372645679,80.38,440.21
NA 007372663679,60.45,304.12
NA 007372679679,73.86,738.06
NA 007372687679,74.28,9073.29
NA 007372714679,78.39,36245.64
NA 007372730679,30.55,7820.94
NA 007372752679,90.92,1125.87
NA 007372760679,92.4,731.1
NA 007372768679,94.2,1531.51
NA 007372776679,92.33,384387.09
NA 007372785679,118.88,1171.24
NA 007373765679,75.66,196.74
NA 007373783679,990.25,12208.89
NA 007373791679,108.68,7396.59
NA 007373834679,60.97,200.14
NA 007375624679,127.21,176.15
NA 007375640679,NA,NA
NA 007375654679,137.15,119.24
NA 007375662679,NA,NA
NA 007375670679,77.03,728.45
NA 007375678679,132.74,740.72
NA 007375713679,132.52,277.22
NA 007375883679,NA,NA
NA 007375891679,NA,NA
NA 007375899679,NA,NA
NA 007375907679,117.85,152.04
NA 007375934679,NA,NA
569803 007385913679,516782.53,235148.57
569983 007392043679,NA,NA
569983 007392046679,1872.93,160.29
NA 007392081679,4150.12,379.31
NA 007392089679,NA,NA
NA 007392124679,NA,NA
NA 007392132679,NA,NA
NA 007392140679,NA,NA
569983 007392162679,2442.83,333.11
NA 007393533679,4117.1,313.19
NA 007393808679,NA,NA
NA 007393816679,NA,NA
NA 007393825679,NA,NA
NA 007405472679,230.12,1713.03
NA 007422175679,996.55,2602.68
NA 007424412679,3556.73,10677.1
NA 007426477679,109.03,151.95
NA 007430250679,158.6,1148.38
NA 007430258679,219.24,947.97
NA 007433186679,84.46,549.22
NA 007433195679,80.89,85.35
NA 007433221679,NA,NA
NA 007433229679,NA,NA
NA 007433237679,423.44,6772.15
NA 007433251679,98.13,204.13
NA 007433259679,67,1308.78
NA 007433267679,103.51,529.07
NA 007433294679,100.41,1673.96
NA 007433318679,NA,NA
NA 007433326679,NA,NA
NA 007433335679,115.93,12295.6
NA 007433352679,NA,NA
NA 007433360679,79.29,410.86
NA 007433368679,145.65,199.52
NA 007433376679,47.32,151.36
NA 007433385679,563.15,1851.22
NA 007433403679,203.57,2450.26
NA 007433411679,123.53,207.85
NA 007433419679,110.93,505.32
NA 007433427679,NA,NA
NA 007433449679,NA,NA
NA 007433457679,74.7,1258.73
NA 007433484679,117.74,182.76
NA 007433492679,85.38,252.54
NA 007433500679,140.51,137.12
NA 007433508679,122.54,224.7
NA 007433516679,NA,NA
NA 007433525679,68.61,94.04
NA 007433543679,113.93,321.52
NA 007433546679,NA,NA
NA 007433555679,122.39,157.42
NA 007433573679,117.69,4544.86
NA 007433581679,1034.58,1510.25
NA 007433589679,85.77,347.59
NA 007433597679,97.96,457.68
NA 007433624679,84.86,670.32
NA 007433632679,NA,NA
NA 007433640679,NA,NA
NA 007433654679,114.13,111.05
NA 007433662679,NA,NA
NA 007433670679,NA,NA
NA 007433678679,72.03,185.71
NA 007433695679,111.44,138.69
NA 007433713679,NA,NA
NA 007433721679,37.06,176.96
NA 007433729679,NA,NA
NA 007433737679,NA,NA
NA 007433767679,58.32,159.54
NA 007433794679,42.07,124.48
NA 007433818679,788.44,20833.36
NA 007433826679,80.3,152.55
NA 007433835679,NA,NA
NA 007433848679,123.66,194.72
NA 007433856679,NA,NA
NA 007433865679,NA,NA
NA 007433883679,NA,NA
NA 007433891679,NA,NA
NA 007433907679,NA,NA
NA 007433934679,NA,NA
NA 007433942679,NA,NA
NA 007433972679,NA,NA
NA 007433980679,59.91,85.72
NA 007433988679,NA,NA
NA 007434005679,NA,NA
NA 007434023679,NA,NA
NA 007434031679,NA,NA
NA 007434039679,NA,NA
NA 007434053679,NA,NA
NA 007434061679,NA,NA
NA 007434077679,NA,NA
NA 007434104679,NA,NA
NA 007434112679,NA,NA
NA 007434120679,NA,NA
NA 007434136679,NA,NA
NA 007434158679,NA,NA
NA 007434166679,NA,NA
NA 007434175679,NA,NA
NA 007434193679,NA,NA
NA 007434383679,125.97,99.89
NA 007434399679,NA,NA
NA 007434407679,111.91,2089.55
NA 007440936679,66.14,147.35
NA 007440950679,NA,NA
NA 007448416679,1009.67,13425.58
NA 007448443679,2912.19,18788.21
NA 007448446679,6055.52,51751.66
NA 007462403679,NA,NA
NA 007464452679,99.72,1271.79
NA 007464460679,NA,NA
NA 007464468679,NA,NA
NA 007465301679,NA,NA
NA 007465351679,72.35,111.45
NA 007465359679,99.73,206.99
NA 007465367679,122.36,1677.56
569792 007498839679,136.22,1118.61
NA 007498853679,NA,NA
NA 007498861679,NA,NA
NA 007524149679,163.09,32478.29
NA 007526087679,376.37,614.07
NA 007526249679,143.21,212.72
NA 007526257679,721.39,790.44
NA 007526284679,564.65,1153.06
NA 007543597679,54.98,311.84
NA 007543632679,NA,NA
NA 007543662679,178.09,102.57
NA 007544175679,NA,NA
NA 007545681679,NA,NA
NA 007547216679,122.17,143042.93
NA 007547225679,98.74,531.71
NA 007547243679,80.39,378.84
NA 007550013679,NA,NA
NA 007550021679,1143.45,142.58
NA 007553479679,590.03,9428.02
NA 007558202679,465.37,1835.47
NA 007562707679,NA,NA
569374 007562734679,2000265.25,836330.2
569662 007578703679,NA,NA
569662 007578711679,NA,NA
NA 007656169679,NA,NA
NA 007656212679,499.91,4565.31
569522 007661179679,97282.74,8710.23
569522 007661187679,83845.67,9067.31
569522 007661214679,58505,6099.67
569522 007661222679,53641.89,6929.24
569522 007661230679,56817.22,3422.14
NA 007669852679,144.19,4973.52
NA 007670267679,NA,NA
NA 007670302679,NA,NA
569375 007681083679,NA,NA
569375 007681172679,3305.83,338.15
569375 007681180679,1142.38,173.67
569375 007681196679,1321.06,205.54
569375 007681205679,916.05,168.03
569375 007681223679,750.79,146.9
569375 007681231679,584.95,162.46
569375 007681239679,4717.96,371.42
569375 007681253679,1181.24,114.67
569375 007681261679,306.74,127.62
569375 007681269679,370.6,96.32
569375 007681277679,314.59,187.26
569375 007681304679,NA,NA
569375 007681312679,NA,NA
569375 007681320679,NA,NA
569375 007681328679,NA,NA
569375 007681336679,NA,NA
569375 007681354679,NA,NA
NA 007683569679,87.78,172.41
NA 007707754679,NA,NA
NA 007711784679,NA,NA
569792 007729650679,NA,NA
569792 007729658679,NA,NA
569792 007729666679,NA,NA
569792 007729675679,NA,NA
569792 007729693679,NA,NA
569792 007729701679,NA,NA
569792 007729709679,NA,NA
569792 007729717679,NA,NA
569792 007729744679,NA,NA
NA 007729747679,NA,NA
NA 007729774679,NA,NA
NA 007729782679,NA,NA
NA 007729790679,NA,NA
NA 007729798679,NA,NA
NA 007765965679,NA,NA
NA 007766042679,NA,NA
NA 007770975679,158.89,381.66
NA 007771171679,40.51,797.56
569792 007804045679,1188.05,34273.94
NA 007821203679,NA,NA
569792 007822968679,113.47,412.28
NA 007833563679,NA,NA
NA 007862061679,NA,NA
NA 007889453679,4042.52,60760.1
NA 007889504679,66.14,1144
NA 007889512679,68.98,12011.53
NA 007889520679,61.99,552764.36
NA 007889528679,81.67,402857.5
569433 007913777679,200.59,119.04
569433 007913812679,NA,NA
NA 007915486679,104.01,9970.13
NA 007926790679,108.46,37680.7
569792 007943995679,6221.65,172145.66
NA 007947263679,486.48,50025.24
NA 007949976679,229.63,5484.47
NA 007949985679,90.45,1164.78
NA 007951542679,89.48,220.4
NA 007965917679,281.36,645.1
NA 007967594679,419.63,157679.64
NA 007983624679,553449.58,4671213.88
NA 007990551679,4443.02,6418.63
NA 007994599679,805.9,72962.56
NA 007997517679,906.1,3634.48
NA 007997547679,1803.99,4946.01
NA 008014679679,NA,NA
NA 008014722679,NA,NA
NA 008018488679,763.9,26085.98
NA 008044756679,NA,NA
NA 008050216679,NA,NA
NA 008056289679,NA,NA
NA 008059389679,101.83,171.09
NA 008059432679,NA,NA
NA 008059440679,200.06,573.66
NA 008059462679,NA,NA
NA 008059486679,NA,NA
NA 008059495679,NA,NA
NA 008059513679,NA,NA
NA 008059521679,76.21,244.1
NA 008059529679,NA,NA
NA 008059537679,NA,NA
NA 008059551679,NA,NA
NA 008059559679,45.14,214.5
NA 008059567679,NA,NA
NA 008059594679,159.67,259.37
NA 008059635679,NA,NA
NA 008059648679,181.97,372.11
NA 008059656679,NA,NA
NA 008059665679,63.66,10579.36
NA 008059683679,17705.65,125996.17
NA 008059691679,8925.41,63358.03
NA 008065454679,2170.18,11383.8
NA 008067078679,6002.2,7957.15
NA 008067086679,99.01,1130.01
NA 008067095679,NA,NA
NA 008080370679,77.36,2712.86
NA 008080413679,124.98,4455.27
NA 008080429679,31.48,3294.58
NA 008080451679,1254.68,2627.91
NA 008080459679,93.43,612.57
NA 008080556679,357.97,583.49
NA 008080583679,76.94,269.64
NA 008080599679,105.35,1048.9
NA 008080634679,102.32,822.32
NA 008080642679,288.67,583.6
NA 008080664679,32.53,315.47
NA 008092326679,128.19,6289.41
NA 008103477679,1012.47,15189.78
NA 008103504679,3259.96,19864.63
NA 008104449679,110.3,1766.21
NA 008105636679,NA,NA
NA 008105675679,92.22,232.85
NA 008105693679,121.37,1813.8
NA 008105701679,208.08,17447.56
NA 008105709679,89.53,971.75
NA 008105717679,NA,NA
NA 008105744679,112.75,200.37
NA 008105747679,1427.66,8402.65
NA 008105774679,82.5,501.23
NA 008105782679,108.73,9456.61
NA 008107580679,113.05,2927.18
570396 008108878679,377.52,212.52
NA 008115642679,3917.63,1279892.86
NA 008115688679,71.37,1664.39
NA 008115696679,111.2,328.82
NA 008120860679,139.95,1231.99
NA 008120868679,122.96,630.73
NA 008120876679,89.52,12475.61
NA 008120885679,70.05,1090.65
569802 008122622679,232391.45,25525.95
NA 008126706679,10927.66,91149.19
NA 008126715679,9448.1,96254.84
NA 008127025679,NA,NA
NA 008130266679,79.03,8600.28
NA 008133195679,2950.88,12784.33
NA 008133213679,208.02,3198.37
569661 008138680679,NA,NA
NA 008138947679,115.51,168.92
569661 008139152679,NA,NA
569661 008139176679,NA,NA
569661 008139227679,NA,NA
NA 008141412679,2005.01,51039.53
NA 008143967679,135.43,2932.13
NA 008144002679,171468.03,1252219.13
NA 008144010679,131558.56,696925.72
NA 008152270679,44430.09,216229.13
NA 008152278679,6528.87,11228.73
NA 008166611679,149.46,2518.9
NA 008166619679,178.64,2326.1
NA 008166627679,NA,NA
NA 008166649679,99.36,6190.41
NA 008166657679,89.19,1559.84
NA 008179025679,NA,NA
NA 008179043679,NA,NA
NA 008179046679,NA,NA
NA 008179055679,70.23,172.4
NA 008179073679,NA,NA
NA 008179081679,NA,NA
NA 008179097679,NA,NA
NA 008179124679,NA,NA
NA 008179132679,NA,NA
NA 008179140679,61.71,405.67
NA 008179154679,NA,NA
NA 008179162679,NA,NA
NA 008179170679,NA,NA
NA 008179178679,NA,NA
NA 008179186679,NA,NA
NA 008179195679,NA,NA
NA 008179213679,NA,NA
NA 008179891679,NA,NA
NA 008179899679,NA,NA
NA 008179907679,94.68,287.06
NA 008179934679,NA,NA
NA 008179942679,NA,NA
NA 008179964679,NA,NA
NA 008179972679,95.97,428.78
NA 008179980679,NA,NA
NA 008179988679,NA,NA
NA 008179996679,NA,NA
NA 008180005679,NA,NA
NA 008180023679,NA,NA
570363 008233432679,NA,NA
570363 008233440679,NA,NA
570363 008233454679,NA,NA
570363 008233462679,NA,NA
NA 008234466679,99,2096.37
NA 008237972679,102.79,871.15
NA 008239422679,90228.55,670085.13
NA 008239438679,38016.43,245335.17
NA 008241743679,11461.4,133543.39
NA 008243124679,145.83,284.18
NA 008256486679,NA,NA
NA 008256495679,271.03,908.15
NA 008256513679,163.35,4576.26
NA 008256521679,118.25,88.81
NA 008256529679,111.22,1602.56
NA 008256537679,154.49,179.52
NA 008256551679,1518.92,16375.71
NA 008256559679,134.38,3867.09
NA 008256567679,39.22,193.42
NA 008256594679,95.04,290.3
NA 008256602679,96.31,148.88
NA 008256610679,111.58,132.07
NA 008256618679,124.87,258.16
NA 008256626679,117.68,3991.71
NA 008256635679,56.85,187.41
NA 008256648679,93.23,195.17
NA 008256656679,NA,NA
NA 008256665679,125.99,66.78
NA 008259461679,44.21,5145.38
NA 008259520679,863.46,8103.6
NA 008262975679,2758.28,15755.09
NA 008262993679,804.67,3067.89
NA 008280285679,NA,NA
NA 008280303679,NA,NA
NA 008284995679,24069.91,436831.73
NA 008285013679,72969.23,604234.1
NA 008287159679,9865.05,33921.42
NA 008287194679,19423.62,91048.37
NA 008305289679,1826.34,4198.46
NA 008313316679,NA,NA
NA 008313325679,NA,NA
NA 008313343679,NA,NA
NA 008313350679,NA,NA
NA 008313358679,NA,NA
NA 008313366679,NA,NA
NA 008313375679,NA,NA
NA 008313393679,NA,NA
NA 008316710679,NA,NA
NA 008321236679,106.88,1018.88
NA 008326363679,71.87,244.14
569376 008326902679,NA,NA
NA 008327483679,6176.04,22436.83
NA 008355143679,NA,NA
NA 008355155679,105.82,150.18
NA 008355173679,123.91,107.38
NA 008355379679,NA,NA
